,cylinders,displ,make,year,fuelType
17496,6.0,3.5,Chrysler,2009,Regular
17498,8.0,6.1,Dodge,2009,Regular
17500,8.0,5.7,Dodge,2009,Regular
17503,4.0,2.0,Ford,2009,Regular
17505,4.0,2.4,Honda,2009,Regular
17510,4.0,1.3,Honda,2009,Regular
17511,4.0,1.6,Kia,2009,Regular
17531,4.0,2.0,Suzuki,2009,Regular
17537,6.0,3.6,Volkswagen,2009,Premium
17541,8.0,5.9,Jeep,1986,Regular
17542,10.0,5.2,Audi,2009,Premium
17561,4.0,1.8,Dodge,2009,Regular
17562,4.0,2.0,Dodge,2009,Regular
17566,4.0,2.4,Dodge,2009,Premium
17567,12.0,5.7,Ferrari,2009,Premium
17584,12.0,6.0,Audi,2009,Premium
17586,8.0,5.7,Chrysler,2009,Regular
17588,8.0,6.1,Chrysler,2009,Regular
17590,6.0,2.7,Chrysler,2009,Regular
17594,6.0,2.7,Dodge,2009,Regular
17607,6.0,3.5,Mercury,2009,Regular
17619,4.0,1.5,Honda,2009,Regular
17655,6.0,4.0,Nissan,2009,Regular
17663,6.0,4.0,Mazda,2009,Regular
17668,6.0,4.3,Chevrolet,2009,Regular
17669,8.0,4.8,Chevrolet,2009,Regular
17670,6.0,3.7,Dodge,2009,Regular
17679,6.0,4.3,GMC,2009,Regular
17680,8.0,4.8,GMC,2009,Regular
17681,6.0,3.7,Mitsubishi,2009,Regular
17684,8.0,4.7,Toyota,2009,Regular
17685,8.0,5.7,Toyota,2009,Regular
17721,6.0,3.8,Chrysler,2009,Regular
17722,6.0,4.0,Chrysler,2009,Regular
17723,6.0,3.8,Dodge,2009,Regular
17724,6.0,4.0,Dodge,2009,Regular
17727,6.0,3.8,Volkswagen,2009,Regular
17728,6.0,4.0,Volkswagen,2009,Regular
17746,8.0,5.7,Jeep,2009,Regular
17747,8.0,4.7,Jeep,2009,Regular
17748,4.0,2.0,Jeep,2009,Regular
17749,4.0,2.4,Jeep,2009,Regular
17758,6.0,3.8,Jeep,2009,Regular
17760,6.0,4.0,Mercury,2009,Regular
17761,8.0,4.6,Mercury,2009,Regular
17763,6.0,4.0,Nissan,2009,Premium
17765,8.0,5.6,Nissan,2009,Premium
17769,4.0,2.4,Suzuki,2009,Regular
17771,6.0,3.2,Suzuki,2009,Regular
17774,6.0,4.0,Toyota,2009,Premium
17776,4.0,2.5,Toyota,2009,Regular
17780,6.0,3.6,Audi,2009,Premium
17799,8.0,6.1,Jeep,2009,Premium
17809,8.0,4.7,Lexus,2009,Premium
17810,8.0,5.7,Lexus,2009,Premium
17841,8.0,4.7,Chrysler,2009,Gasoline or E85
17844,6.0,2.7,Chrysler,2009,Gasoline or E85
17846,6.0,3.3,Chrysler,2009,Gasoline or E85
17847,6.0,2.7,Dodge,2009,Gasoline or E85
17848,6.0,3.3,Dodge,2009,Gasoline or E85
17849,8.0,4.7,Dodge,2009,Gasoline or E85
17856,8.0,4.6,Ford,2009,Gasoline or E85
17857,8.0,5.4,Ford,2009,Gasoline or E85
17861,8.0,4.7,Jeep,2009,Gasoline or E85
17866,8.0,4.6,Mercury,2009,Gasoline or E85
17867,8.0,4.6,Lincoln,2009,Gasoline or E85
17868,6.0,3.0,Mercedes-Benz,2009,Premium or E85
17870,8.0,4.7,Mitsubishi,2009,Gasoline or E85
17872,8.0,5.7,Toyota,2009,Gasoline or E85
17876,4.0,2.0,Honda,2009,Premium
17878,6.0,3.5,Acura,2009,Premium
17882,8.0,4.6,Lexus,2009,Premium
17890,4.0,2.5,Nissan,2009,Premium
17893,8.0,4.5,Infiniti,2009,Premium
17895,12.0,5.5,Maybach,2009,Premium
17896,12.0,6.0,Maybach,2009,Premium
17903,4.0,2.5,Suzuki,2009,Regular
17905,6.0,4.0,Suzuki,2009,Regular
17918,6.0,3.3,Toyota,2009,Regular
17922,8.0,5.4,Lincoln,2009,Gasoline or E85
17923,3.0,1.0,smart,2009,Premium
17925,10.0,8.4,Dodge,2009,Premium
17928,6.0,3.7,Infiniti,2009,Premium
17933,4.0,2.0,Saab,2009,Regular
17943,4.0,2.3,Saab,2009,Regular
17954,8.0,4.4,BMW,2009,Premium
17957,6.0,3.7,Nissan,2009,Premium
17961,8.0,5.0,Jaguar,2010,Premium
17965,4.0,2.0,Pontiac,2010,Regular
17967,4.0,2.4,Pontiac,2010,Regular
17969,4.0,2.0,Saturn,2010,Regular
17971,4.0,2.4,Saturn,2010,Regular
17973,8.0,4.2,Audi,2010,Premium
17976,8.0,4.8,BMW,2010,Premium
17980,10.0,5.0,BMW,2010,Premium
17984,6.0,4.0,Ford,2010,Regular
17987,8.0,4.6,Ford,2010,Regular
17989,8.0,5.4,Ford,2010,Premium
17990,4.0,2.0,Hyundai,2010,Regular
17992,6.0,3.8,Hyundai,2010,Regular
17994,6.0,2.5,Lexus,2010,Premium
17996,6.0,3.5,Lexus,2010,Premium
17998,6.0,3.8,Nissan,2010,Premium
17999,8.0,4.6,Roush Performance,2010,Premium
18001,4.0,2.4,Scion,2010,Regular
18003,4.0,1.3,Honda,2010,Regular
18005,4.0,2.0,Kia,2010,Regular
18009,4.0,2.4,Kia,2010,Regular
18011,4.0,2.0,Mazda,2010,Regular
18013,4.0,2.5,Mazda,2010,Regular
18015,4.0,1.8,Toyota,2010,Regular
18017,4.0,2.4,Toyota,2010,Regular
18022,6.0,3.0,BMW,2010,Premium
18035,6.0,3.6,Cadillac,2010,Regular
18040,6.0,3.5,Ford,2010,Regular
18042,6.0,2.8,Ford,1986,Regular
18043,6.0,3.0,Ford,2010,Gasoline or E85
18044,4.0,2.5,Ford,2010,Regular
18051,8.0,4.2,Jaguar,2010,Premium
18055,6.0,3.0,Mercury,2010,Gasoline or E85
18056,4.0,2.5,Mercury,2010,Regular
18062,6.0,3.5,Lincoln,2010,Regular
18065,4.0,2.3,Mazda,2010,Premium
18066,4.0,2.5,Toyota,2010,Regular
18068,6.0,3.5,Toyota,2010,Regular
18072,6.0,3.6,Chevrolet,2010,Regular
18074,8.0,6.2,Chevrolet,2010,Regular
18077,4.0,2.4,Hyundai,2010,Regular
18079,6.0,3.3,Hyundai,2010,Regular
18084,4.0,1.6,Kia,2010,Regular
18089,4.0,1.8,Pontiac,2010,Regular
18104,6.0,4.0,Toyota,2010,Regular
18105,8.0,4.6,Toyota,2010,Regular
18106,8.0,5.7,Toyota,2010,Regular
18110,8.0,5.7,Toyota,2010,Gasoline or E85
18111,4.0,2.0,Ford,2010,Regular
18114,6.0,3.6,Buick,2010,Regular
18115,4.0,2.4,Chevrolet,2010,Regular
18117,6.0,3.6,GMC,2010,Regular
18118,4.0,2.4,GMC,2010,Regular
18120,6.0,3.8,Kia,2010,Regular
18121,8.0,4.6,Kia,2010,Regular
18125,8.0,5.6,Nissan,2010,Regular
18126,8.0,5.6,Nissan,2010,Gasoline or E85
18127,6.0,3.6,Saturn,2010,Regular
18139,6.0,3.2,Land Rover,2010,Regular
18141,8.0,5.0,Land Rover,2010,Premium
18152,6.0,3.6,Porsche,2010,Premium
18154,8.0,4.8,Porsche,2010,Premium
18163,4.0,2.5,Subaru,2010,Regular
18164,4.0,2.5,Subaru,2010,Premium
18169,6.0,3.0,Volvo,2010,Regular
18175,4.0,1.8,Lotus,2009,Premium
18177,4.0,2.0,Mazda,2009,Premium
18180,6.0,2.9,Porsche,2009,Premium
18182,6.0,3.4,Porsche,2009,Premium
18196,6.0,3.0,Audi,2009,Premium
18197,4.0,2.0,Nissan,2009,Regular
18200,4.0,1.6,Nissan,2009,Regular
18212,6.0,3.0,Audi,2009,Diesel
18213,6.0,3.0,Volkswagen,2009,Diesel
18214,6.0,3.0,BMW,2009,Diesel
18217,4.0,2.0,Alfa Romeo,1984,Regular
18218,4.0,1.5,Bertone,1984,Regular
18219,8.0,5.7,Chevrolet,1984,Regular
18221,6.0,3.0,Nissan,1984,Regular
18225,4.0,1.6,Ford,1984,Regular
18229,4.0,1.3,Honda,1984,Regular
18230,4.0,1.5,Honda,1984,Regular
18232,8.0,5.0,Kenyon Corporation Of America,1984,Regular
18233,12.0,4.8,Lamborghini,1984,Regular
18234,4.0,2.2,Lotus,1984,Regular
18235,2.0,1.1,Mazda,1984,Regular
18238,2.0,1.3,Mazda,1984,Regular
18239,8.0,3.8,Mercedes-Benz,1984,Regular
18240,4.0,2.0,Pininfarina,1984,Regular
18242,4.0,2.5,Pontiac,1984,Regular
18245,6.0,2.5,Alfa Romeo,1984,Regular
18246,8.0,5.0,Avanti Motor Corporation,1984,Regular
18247,6.0,2.5,Maserati,1984,Regular
18249,6.0,3.2,Porsche,1984,Regular
18250,8.0,4.7,Porsche,1984,Regular
18252,4.0,2.5,Porsche,1984,Regular
18254,4.0,1.3,Toyota,1984,Regular
18256,4.0,1.8,Volkswagen,1984,Regular
18258,8.0,5.3,Aston Martin,1984,Regular
18263,5.0,2.1,Audi,1984,Regular
18265,5.0,2.2,Audi,1984,Regular
18268,4.0,1.8,Audi,1984,Regular
18272,4.0,1.8,BMW,1984,Regular
18274,6.0,2.7,BMW,1984,Regular
18276,6.0,3.2,BMW,1984,Regular
18277,4.0,2.5,Chevrolet,1984,Regular
18280,6.0,2.8,Chevrolet,1984,Regular
18283,8.0,5.0,Chevrolet,1984,Regular
18285,4.0,2.0,Chevrolet,1984,Regular
18288,4.0,1.6,Chevrolet,1984,Regular
18291,4.0,1.8,Chevrolet,1984,Diesel
18294,4.0,2.2,Chrysler,1984,Regular
18301,4.0,2.6,Chrysler,1984,Regular
18302,6.0,2.4,Nissan,1984,Regular
18305,4.0,1.6,Nissan,1984,Regular
18309,4.0,1.7,Nissan,1984,Diesel
18312,4.0,1.8,Nissan,1984,Regular
18314,4.0,2.0,Nissan,1984,Regular
18321,4.0,1.6,Dodge,1984,Regular
18322,4.0,2.2,Dodge,1984,Regular
18324,4.0,1.4,Dodge,1984,Regular
18329,4.0,2.6,Dodge,1984,Regular
18342,4.0,1.5,Ford,1984,Regular
18344,4.0,2.3,Ford,1984,Regular
18347,6.0,3.8,Ford,1984,Regular
18349,8.0,5.0,Ford,1984,Regular
18351,4.0,1.8,Honda,1984,Regular
18358,4.0,1.8,Isuzu,1984,Regular
18361,4.0,1.8,Isuzu,1984,Diesel
18364,4.0,2.0,Isuzu,1984,Regular
18366,12.0,5.3,Jaguar,1984,Regular
18367,6.0,4.2,Jaguar,1984,Regular
18368,4.0,2.3,Mercury,1984,Regular
18373,6.0,3.8,Mercury,1984,Regular
18374,8.0,5.0,Mercury,1984,Regular
18376,4.0,1.5,Mazda,1984,Regular
18379,4.0,2.2,Mercedes-Benz,1984,Diesel
18384,4.0,2.3,Mercedes-Benz,1984,Regular
18386,4.0,1.8,Mitsubishi,1984,Regular
18387,4.0,2.0,Mitsubishi,1984,Regular
18389,4.0,1.4,Mitsubishi,1984,Regular
18391,4.0,1.6,Mitsubishi,1984,Regular
18394,4.0,2.6,Mitsubishi,1984,Regular
18402,4.0,1.4,Plymouth,1984,Regular
18405,4.0,1.6,Plymouth,1984,Regular
18407,4.0,2.6,Plymouth,1984,Regular
18412,4.0,2.2,Plymouth,1984,Regular
18418,6.0,2.8,Pontiac,1984,Regular
18420,8.0,5.0,Pontiac,1984,Regular
18422,4.0,1.6,Pontiac,1984,Regular
18425,4.0,1.8,Pontiac,1984,Diesel
18426,4.0,2.2,Toyota,1986,Regular
18428,4.0,1.8,Pontiac,1984,Regular
18432,4.0,1.6,Renault,1984,Regular
18433,4.0,2.2,Renault,1984,Regular
18438,8.0,6.8,Rolls-Royce,1984,Regular
18439,4.0,1.6,Subaru,1984,Regular
18441,4.0,1.8,Subaru,1984,Regular
18445,4.0,2.4,Toyota,1984,Regular
18447,6.0,2.8,Toyota,1984,Regular
18450,4.0,1.6,Toyota,1984,Regular
18454,4.0,1.5,Toyota,1984,Regular
18457,4.0,1.6,Volkswagen,1984,Diesel
18460,4.0,1.7,Volkswagen,1984,Regular
18483,6.0,3.8,Buick,1984,Regular
18484,6.0,4.1,Buick,1984,Regular
18485,8.0,5.0,Buick,1984,Regular
18486,4.0,1.8,Buick,1984,Regular
18490,4.0,2.0,Buick,1984,Regular
18492,4.0,2.5,Buick,1984,Regular
18495,6.0,2.8,Buick,1984,Regular
18497,4.0,2.0,Cadillac,1984,Regular
18499,8.0,4.1,Cadillac,1984,Regular
18505,4.0,2.3,Bill Dovell Motor Car Company,1984,Regular
18520,4.0,2.0,Ford,1984,Diesel
18540,4.0,1.6,Mercury,1984,Regular
18547,4.0,2.0,Mercury,1984,Diesel
18554,4.0,2.0,Mazda,1984,Regular
18556,4.0,2.0,Mazda,1984,Diesel
18557,5.0,3.0,Mercedes-Benz,1984,Diesel
18563,8.0,5.0,Mercedes-Benz,1984,Regular
18564,4.0,1.8,Oldsmobile,1984,Regular
18566,4.0,2.0,Oldsmobile,1984,Regular
18569,4.0,2.5,Oldsmobile,1984,Regular
18572,6.0,2.8,Oldsmobile,1984,Regular
18574,4.0,2.0,Peugeot,1984,Regular
18576,4.0,2.3,Peugeot,1984,Diesel
18591,4.0,2.0,Pontiac,1984,Regular
18594,4.0,1.4,Renault,1984,Regular
18598,4.0,2.0,Saab,1984,Regular
18602,4.0,1.8,Toyota,1984,Diesel
18603,4.0,2.0,Toyota,1984,Regular
18616,5.0,2.1,Volkswagen,1984,Regular
18618,4.0,2.1,Volvo,1984,Regular
18620,4.0,2.3,Volvo,1984,Regular
18624,6.0,2.4,Volvo,1984,Diesel
18630,6.0,3.0,Bitter Gmbh and Co. Kg,1984,Regular
18633,6.0,3.0,Buick,1984,Regular
18635,6.0,4.3,Buick,1984,Diesel
18641,8.0,5.7,Buick,1984,Diesel
18647,8.0,5.7,Cadillac,1984,Diesel
18654,6.0,4.3,Chevrolet,1984,Diesel
18660,6.0,3.8,Chevrolet,1984,Regular
18664,8.0,5.7,Chevrolet,1984,Diesel
18677,8.0,5.2,Chrysler,1984,Regular
18683,8.0,5.2,Dodge,1984,Regular
18699,6.0,2.4,Lincoln,1984,Diesel
18700,8.0,5.0,Lincoln,1984,Regular
18711,8.0,4.9,Maserati,1984,Regular
18714,6.0,3.0,Oldsmobile,1984,Regular
18715,6.0,3.8,Oldsmobile,1984,Regular
18717,6.0,4.3,Oldsmobile,1984,Diesel
18721,8.0,5.0,Oldsmobile,1984,Regular
18723,8.0,5.7,Oldsmobile,1984,Diesel
18725,6.0,4.1,Oldsmobile,1984,Regular
18729,8.0,5.2,Plymouth,1984,Regular
18735,6.0,3.8,Pontiac,1984,Regular
18739,8.0,5.7,Pontiac,1984,Diesel
18752,6.0,4.3,Pontiac,1984,Diesel
18758,6.0,2.9,Volvo,1984,Regular
18770,8.0,6.0,Cadillac,1984,Regular
18779,8.0,5.8,Ford,1984,Regular
18809,4.0,2.0,Dodge,1984,Regular
18839,4.0,2.0,Plymouth,1984,Regular
18935,4.0,2.2,Chevrolet,1984,Diesel
18942,4.0,2.4,Nissan,1984,Regular
18944,4.0,2.5,Nissan,1984,Diesel
18955,4.0,2.3,Dodge,1984,Diesel
18961,4.0,2.0,Ford,1984,Regular
18964,4.0,2.2,Ford,1984,Diesel
18970,6.0,2.8,Ford,1984,Regular
18974,4.0,2.0,GMC,1984,Regular
18979,4.0,2.2,GMC,1984,Diesel
18981,6.0,2.8,GMC,1984,Regular
18988,4.0,2.2,Isuzu,1984,Diesel
18998,4.0,2.3,Mitsubishi,1984,Diesel
19007,4.0,2.2,Mazda,1984,Diesel
19027,4.0,1.0,Import Foreign Auto Sales Inc,1984,Regular
19028,4.0,2.5,Jeep,1984,Regular
19031,6.0,4.2,Jeep,1984,Regular
19043,4.0,1.0,Suzuki,1984,Regular
19044,6.0,4.1,Chevrolet,1984,Regular
19053,8.0,6.2,Chevrolet,1984,Diesel
19070,6.0,3.7,Dodge,1984,Regular
19078,8.0,5.9,Dodge,1984,Regular
19086,6.0,4.9,Ford,1984,Regular
19108,6.0,3.8,GMC,1984,Regular
19110,8.0,5.0,GMC,1984,Regular
19112,8.0,5.7,GMC,1984,Diesel
19114,6.0,4.1,GMC,1984,Regular
19123,8.0,6.2,GMC,1984,Diesel
19137,4.0,2.1,Volkswagen,1986,Regular
19140,4.0,2.4,Toyota,1984,Diesel
19201,8.0,5.7,GMC,1984,Regular
19214,8.0,5.9,Jeep,1984,Regular
19312,4.0,1.9,Volkswagen,1984,Regular
19314,6.0,4.2,AM General,1984,Regular
19316,4.0,2.5,AM General,1984,Regular
19346,4.0,1.6,Grumman Olson,1984,Diesel
19352,8.0,6.0,S and S Coach Company  E.p. Dutton,1984,Regular
19353,8.0,6.0,Superior Coaches Div E.p. Dutton,1984,Regular
19354,4.0,2.5,American Motors Corporation,1984,Regular
19357,6.0,4.2,American Motors Corporation,1984,Regular
19414,6.0,2.8,Jeep,1984,Regular
19444,6.0,4.2,Toyota,1984,Regular
19592,4.0,2.3,Bill Dovell Motor Car Company,1985,Regular
19659,4.0,2.6,Plymouth,1986,Regular
19670,6.0,2.4,Vixen Motor Company,1986,Diesel
19681,6.0,4.2,American Motors Corporation,1986,Regular
19934,6.0,4.3,Cadillac,1984,Diesel
20393,10.0,5.2,Audi,2010,Premium
20397,4.0,2.0,Audi,2010,Premium
20398,8.0,7.0,Chevrolet,2010,Premium
20400,8.0,6.2,Chevrolet,2010,Premium
20403,10.0,5.2,Lamborghini,2010,Premium
20407,12.0,6.5,Lamborghini,2010,Premium
20411,4.0,2.0,Mazda,2010,Premium
20415,8.0,4.3,Ferrari,2010,Premium
20416,6.0,3.8,Mitsubishi,2010,Premium
20417,4.0,2.4,Mitsubishi,2010,Regular
20422,6.0,3.0,Audi,2010,Premium
20425,12.0,6.0,Bentley,2010,Premium
20426,4.0,1.6,Chevrolet,2010,Regular
20428,4.0,2.2,Chevrolet,2010,Regular
20430,4.0,2.0,Chevrolet,2010,Regular
20432,2.0,1.3,Mazda,2010,Premium
20439,4.0,2.2,Pontiac,2010,Regular
20444,4.0,2.0,Volkswagen,2010,Premium
20445,5.0,2.5,Volvo,2010,Regular
20448,4.0,2.4,Acura,2010,Premium
20450,6.0,3.5,Acura,2010,Premium
20463,8.0,5.7,Dodge,2010,Regular
20464,8.0,6.1,Dodge,2010,Premium
20466,4.0,2.4,Lexus,2010,Regular
20467,4.0,2.0,Mitsubishi,2010,Premium
20470,4.0,2.0,Mitsubishi,2010,Regular
20475,12.0,6.7,Rolls-Royce,2010,Premium
20483,4.0,2.0,Suzuki,2010,Regular
20487,5.0,2.5,Volkswagen,2010,Regular
20500,5.0,2.4,Volvo,2010,Regular
20501,6.0,3.7,Acura,2010,Premium
20506,8.0,6.2,Cadillac,2010,Premium
20508,8.0,4.6,Cadillac,2010,Regular
20510,6.0,3.5,Chevrolet,2010,Regular
20511,6.0,3.5,Chevrolet,2010,Gasoline or E85
20515,4.0,2.4,Chevrolet,2010,Gasoline or E85
20520,6.0,2.7,Kia,2010,Regular
20523,6.0,3.7,Mazda,2010,Regular
20527,4.0,2.4,Saturn,2010,Gasoline or E85
20531,6.0,3.6,Subaru,2010,Regular
20536,8.0,4.4,Volvo,2010,Regular
20538,6.0,3.2,Volvo,2010,Regular
20539,8.0,4.6,Buick,2010,Regular
20540,6.0,3.9,Buick,2010,Regular
20541,6.0,3.9,Buick,2010,Gasoline or E85
20547,6.0,3.9,Chevrolet,2010,Gasoline or E85
20550,8.0,5.7,Chrysler,2010,Regular
20562,8.0,4.6,Hyundai,2010,Premium
20571,4.0,2.0,Dodge,2010,Regular
20599,6.0,4.3,Chevrolet,2010,Regular
20602,4.0,1.3,Suzuki,1986,Regular
20604,8.0,5.4,Ford,2010,Gasoline or E85
20607,6.0,4.3,GMC,2010,Regular
20619,6.0,4.0,Chrysler,2010,Regular
20620,6.0,3.3,Chrysler,2010,Gasoline or E85
20621,6.0,3.8,Chrysler,2010,Regular
20622,6.0,4.0,Dodge,2010,Regular
20623,6.0,3.3,Dodge,2010,Gasoline or E85
20625,6.0,3.8,Dodge,2010,Regular
20626,6.0,3.5,Honda,2010,Regular
20628,6.0,4.0,Volkswagen,2010,Regular
20629,6.0,3.8,Volkswagen,2010,Regular
20630,6.0,3.0,Cadillac,2010,Regular
20631,6.0,3.0,Chevrolet,2010,Regular
20633,4.0,2.2,Chevrolet,2010,Gasoline or E85
20643,4.0,2.4,Dodge,2010,Regular
20644,6.0,3.5,Dodge,2010,Regular
20652,6.0,3.0,GMC,2010,Regular
20655,8.0,5.6,Infiniti,2010,Premium
20656,8.0,5.7,Jeep,2010,Regular
20657,4.0,1.6,Volga Associated Automobile,1986,Regular
20658,4.0,2.0,Jeep,2010,Regular
20659,6.0,3.7,Jeep,2010,Regular
20667,8.0,5.4,Lincoln,2010,Gasoline or E85
20671,8.0,4.6,Mercury,2010,Regular
20672,6.0,4.0,Mercury,2010,Regular
20680,4.0,2.4,Suzuki,2010,Regular
20681,6.0,3.2,Suzuki,2010,Regular
20717,6.0,3.5,Saturn,2010,Regular
20733,4.0,1.6,Pontiac,2010,Regular
20739,8.0,5.3,Aston Martin,1987,Regular
20743,8.0,5.0,Chevrolet,1987,Regular
20744,8.0,5.0,Pontiac,1987,Regular
20745,4.0,2.2,Ford,1987,Regular
20747,4.0,2.0,Ford,1987,Regular
20748,4.0,2.2,Mazda,1987,Regular
20751,4.0,2.6,Mazda,1987,Regular
20754,4.0,2.6,Ford,1987,Regular
20757,8.0,5.0,Ford,1987,Regular
20758,4.0,2.2,Chrysler,1988,Premium
20759,4.0,2.3,Ford,1988,Regular
20760,4.0,2.3,Mercury,1988,Regular
20761,6.0,3.8,Ford,1988,Regular
20762,6.0,3.8,Mercury,1988,Regular
20763,8.0,5.0,Ford,1988,Regular
20767,6.0,2.9,Ford,1989,Regular
20770,3.0,1.0,Geo,1990,Regular
20772,4.0,1.3,Yugo,1990,Regular
20774,4.0,2.3,Volvo,1990,Regular
20778,8.0,4.2,Mercedes-Benz,1990,Premium
20788,4.0,2.3,Ford,1990,Regular
20789,6.0,2.9,Ford,1990,Regular
20790,6.0,4.9,Ford,1990,Regular
20793,8.0,6.2,Chevrolet,1987,Diesel
20794,8.0,6.2,GMC,1987,Diesel
20796,8.0,5.6,Wallace Environmental,1991,Premium
20798,4.0,2.3,Import Trade Services,1991,Premium
20802,6.0,2.9,Import Trade Services,1991,Regular
20808,6.0,2.5,Import Trade Services,1991,Premium
20813,8.0,6.2,Chevrolet,1991,Diesel
20815,8.0,6.2,GMC,1991,Diesel
20817,6.0,3.1,Isuzu,1991,Regular
20818,4.0,2.0,Alfa Romeo,1987,Regular
20820,8.0,4.9,Autokraft Limited,1992,Premium
20821,10.0,8.0,Dodge,1992,Premium
20822,6.0,2.9,Import Trade Services,1992,Regular
20823,6.0,3.0,J.K. Motors,1992,Regular
20825,12.0,4.9,J.K. Motors,1992,Premium
20826,12.0,4.9,Wallace Environmental,1992,Premium
20827,4.0,1.7,Acura,1992,Premium
20828,4.0,1.8,BMW,1992,Premium
20829,8.0,5.0,Autokraft Limited,1987,Regular
20830,6.0,2.5,BMW,1992,Premium
20832,4.0,2.3,Wallace Environmental,1992,Premium
20834,12.0,5.0,Wallace Environmental,1992,Premium
20838,6.0,2.5,Import Trade Services,1992,Regular
20839,4.0,1.5,Bertone,1987,Regular
20841,8.0,5.6,Wallace Environmental,1992,Premium
20844,6.0,3.0,CX Automotive,1992,Premium
20848,6.0,3.4,J.K. Motors,1992,Regular
20850,8.0,4.1,Cadillac,1987,Premium
20861,8.0,5.7,Chevrolet,1987,Regular
20862,12.0,6.0,Wallace Environmental,1992,Premium
20863,6.0,2.8,Audi,1992,Premium
20868,4.0,2.2,Peugeot,1992,Regular
20870,8.0,4.9,Autokraft Limited,1993,Premium
20872,10.0,8.0,Dodge,1993,Premium
20873,8.0,3.4,Ferrari,1993,Premium
20874,6.0,3.0,J.K. Motors,1993,Regular
20875,12.0,4.9,J.K. Motors,1993,Regular
20877,6.0,3.0,Mercedes-Benz,1993,Premium
20880,12.0,6.0,Mercedes-Benz,1993,Premium
20881,8.0,4.9,Panos,1993,Regular
20882,4.0,2.5,CX Automotive,1987,Regular
20883,6.0,3.0,Toyota,1993,Premium
20887,8.0,5.3,Aston Martin,1993,Premium
20889,3.0,1.0,Chevrolet,1993,Regular
20894,3.0,1.0,Pontiac,1993,Regular
20896,8.0,4.9,Saleen,1993,Regular
20902,6.0,3.2,Acura,1993,Premium
20903,6.0,3.0,Nissan,1987,Regular
20905,8.0,4.2,Audi,1993,Premium
20906,4.0,2.0,Infiniti,1993,Regular
20907,4.0,2.0,J.K. Motors,1993,Regular
20908,4.0,1.6,Kia,1993,Regular
20910,5.0,2.5,Mercedes-Benz,1993,Diesel
20912,6.0,2.8,Mercedes-Benz,1993,Premium
20918,4.0,2.3,Oldsmobile,1993,Premium
20921,6.0,3.2,Ford,1993,Premium
20924,6.0,3.4,J.K. Motors,1993,Regular
20933,6.0,2.6,J.K. Motors,1993,Regular
20934,8.0,4.9,J.K. Motors,1993,Regular
20935,6.0,3.0,Lexus,1993,Premium
20936,8.0,4.6,Lincoln,1993,Premium
20945,4.0,2.3,Saab,1993,Premium
20948,12.0,4.9,Ferrari,1987,Regular
20959,8.0,3.2,Ferrari,1987,Regular
20970,4.0,1.9,Ford,1987,Regular
20990,12.0,5.7,Lamborghini,1994,Premium
20993,8.0,5.8,Saleen,1994,Regular
20999,4.0,1.5,Honda,1987,Regular
21001,5.0,2.5,Volkswagen,1994,Regular
21011,6.0,5.3,Jaguar,1995,Premium
21014,6.0,3.0,Hyundai,1995,Regular
21022,6.0,3.2,Honda,1995,Regular
21031,4.0,2.3,Saab,1996,Regular
21033,6.0,2.5,Saab,1996,Regular
21034,4.0,2.0,Saab,1996,Regular
21038,6.0,3.8,Buick,1996,Premium
21047,6.0,3.8,Oldsmobile,1996,Regular
21048,6.0,3.8,Oldsmobile,1996,Premium
21051,12.0,5.3,Jaguar,1987,Regular
21052,6.0,3.0,Saab,1996,Regular
21060,12.0,5.2,Lamborghini,1987,Premium
21068,4.0,2.2,Lotus,1987,Regular
21072,6.0,4.3,Isuzu,1997,Regular
21074,4.0,2.2,Quantum Technologies,1998,Regular
21078,10.0,8.0,Dodge,1999,Premium
21080,8.0,3.6,Ferrari,1999,Premium
21082,8.0,3.5,Lotus,1999,Premium
21086,8.0,4.6,Ford,1999,Premium
21087,6.0,2.5,Maserati,1987,Regular
21088,4.0,1.6,Honda,1999,CNG
21089,4.0,2.2,Quantum Technologies,1999,Regular
21090,4.0,1.8,Suzuki,1999,Regular
21093,4.0,2.2,Toyota,1999,CNG
21095,8.0,5.4,Mercedes-Benz,1999,Premium
21108,2.0,1.3,Mazda,1987,Regular
21110,8.0,5.4,Ford,1999,Premium
21129,8.0,3.5,Lotus,2002,Premium
21130,8.0,3.9,Morgan,2002,Premium
21137,8.0,5.6,Mercedes-Benz,1987,Premium
21138,8.0,4.0,Volkswagen,2002,Premium
21141,8.0,6.0,Chevrolet,2002,Regular
21146,4.0,2.5,Pontiac,1987,Regular
21147,4.0,2.4,London Taxi,2003,Diesel
21153,6.0,2.7,Porsche,2005,Premium
21163,6.0,3.3,Chrysler,2006,Regular
21168,6.0,2.8,Pontiac,1987,Regular
21169,16.0,8.0,Bugatti,2010,Premium
21170,6.0,2.9,Porsche,2010,Premium
21172,6.0,3.4,Porsche,2010,Premium
21187,6.0,3.8,Porsche,2010,Premium
21190,4.0,2.0,Red Shift Ltd.,1987,Premium
21200,6.0,3.2,Audi,2010,Premium
21201,6.0,3.4,Ruf Automobile Gmbh,1987,Premium
21202,8.0,5.5,Mercedes-Benz,2010,Premium
21205,4.0,1.6,Suzuki,2010,Regular
21207,4.0,1.8,Scion,2010,Regular
21216,4.0,1.6,Hyundai,2010,Regular
21218,6.0,3.0,Mercedes-Benz,2010,Premium
