,cylinders,displ,make,year,fuelType
32966,4.0,2.3,Pontiac,1989,Regular
32969,4.0,2.5,Pontiac,1989,Regular
32971,4.0,1.6,Pontiac,1989,Regular
32984,4.0,2.0,Saab,1989,Premium
32997,6.0,2.5,Toyota,1989,Regular
33001,4.0,1.6,Volkswagen,1989,Diesel
33009,4.0,2.3,Volvo,1989,Regular
33015,6.0,2.8,Volvo,1989,Regular
33017,6.0,3.1,Pontiac,1989,Premium
33021,5.0,2.2,Audi,1989,Regular
33030,12.0,5.0,BMW,1989,Regular
33033,8.0,5.7,Pontiac,1985,Diesel
33034,6.0,2.8,Buick,1989,Regular
33039,6.0,3.1,Buick,1989,Regular
33041,8.0,4.5,Cadillac,1989,Regular
33043,4.0,2.5,Chevrolet,1989,Regular
33051,4.0,2.2,Chrysler,1989,Regular
33059,6.0,3.0,Chrysler,1989,Regular
33060,8.0,5.2,Chrysler,1989,Premium
33061,6.0,3.0,Nissan,1989,Premium
33068,8.0,5.2,Dodge,1989,Premium
33072,6.0,3.0,Dodge,1989,Regular
33091,4.0,2.2,Eagle,1989,Regular
33093,4.0,2.5,Ford,1989,Regular
33094,6.0,3.0,Ford,1989,Regular
33095,6.0,3.0,Ford,1989,Premium
33096,6.0,3.8,Ford,1989,Regular
33097,6.0,3.8,Ford,1989,Premium
33101,4.0,2.4,Hyundai,1989,Regular
33103,6.0,3.0,Hyundai,1989,Regular
33104,6.0,3.8,Mercury,1989,Regular
33105,6.0,3.8,Mercury,1989,Premium
33107,8.0,5.0,Lincoln,1989,Regular
33108,6.0,3.0,Mercury,1989,Regular
33110,6.0,2.9,Merkur,1989,Regular
33115,4.0,2.2,Mazda,1989,Regular
33116,4.0,2.2,Mazda,1989,Premium
33119,6.0,3.0,Mazda,1989,Regular
33123,8.0,4.2,Mercedes-Benz,1989,Premium
33126,6.0,2.8,Oldsmobile,1989,Regular
33131,6.0,3.1,Oldsmobile,1989,Regular
33132,6.0,3.8,Oldsmobile,1989,Regular
33139,6.0,3.0,Plymouth,1989,Regular
33143,8.0,5.2,Plymouth,1989,Premium
33152,6.0,3.1,Pontiac,1989,Regular
33159,8.0,6.8,Rolls-Royce,1989,Premium
33174,8.0,5.0,Cadillac,1989,Regular
33176,6.0,4.3,Chevrolet,1989,Regular
33180,8.0,5.7,Chevrolet,1989,Regular
33182,4.0,2.5,Eagle,1989,Regular
33183,6.0,3.0,Eagle,1989,Regular
33185,8.0,5.8,Ford,1989,Regular
33186,6.0,3.0,Mercedes-Benz,1989,Regular
33187,6.0,3.8,Lincoln,1989,Regular
33188,8.0,5.0,Mercury,1989,Regular
33209,4.0,2.0,Dodge,1989,Regular
33228,4.0,2.0,Plymouth,1989,Regular
33257,4.0,2.5,CX Automotive,1989,Premium
33295,8.0,5.0,Buick,1989,Regular
33299,8.0,5.0,Oldsmobile,1989,Regular
33314,4.0,2.6,Dodge,1989,Regular
33323,4.0,2.5,GMC,1989,Regular
33325,6.0,2.8,GMC,1989,Regular
33326,6.0,4.3,GMC,1989,Regular
33328,4.0,2.6,Isuzu,1989,Regular
33332,4.0,2.6,Mitsubishi,1989,Regular
33338,4.0,2.4,Toyota,1989,Regular
33343,6.0,3.0,Toyota,1989,Regular
33349,4.0,2.6,Mazda,1989,Regular
33361,8.0,6.2,Chevrolet,1989,Diesel
33379,6.0,3.9,Dodge,1989,Regular
33385,8.0,5.2,Dodge,1989,Regular
33391,8.0,5.9,Dodge,1989,Regular
33403,4.0,2.5,Jeep,1989,Regular
33408,6.0,4.0,Jeep,1989,Regular
33410,6.0,4.9,Ford,1989,Regular
33433,8.0,5.0,GMC,1989,Regular
33437,8.0,5.7,GMC,1989,Regular
33440,8.0,6.2,GMC,1989,Diesel
33626,4.0,2.4,Mitsubishi,1989,Regular
33627,4.0,2.2,Toyota,1989,Regular
33674,4.0,2.1,Volkswagen,1989,Regular
33744,4.0,1.8,Dodge,1989,Regular
33754,8.0,5.9,Jeep,1989,Regular
33759,6.0,4.2,Jeep,1989,Regular
33792,6.0,2.8,Isuzu,1989,Regular
33793,8.0,4.9,Laforza Automobile Inc,1989,Regular
33794,8.0,3.9,Land Rover,1989,Premium
33802,4.0,1.8,Plymouth,1989,Regular
33812,4.0,1.6,Suzuki,1989,Regular
33816,6.0,4.0,Toyota,1989,Regular
33829,8.0,5.0,General Motors,1989,Regular
33832,4.0,2.0,Alfa Romeo,1990,Premium
33834,6.0,3.8,Buick,1990,Regular
33835,8.0,4.5,Cadillac,1990,Premium
33836,8.0,5.7,Chevrolet,1990,Premium
33840,4.0,2.2,Chrysler,1990,Premium
33841,6.0,3.0,Chrysler,1990,Premium
33842,4.0,2.2,Consulier Industries Inc,1990,Regular
33843,6.0,3.0,Nissan,1990,Premium
33849,8.0,5.7,Evans Automobiles,1990,Regular
33850,8.0,2.9,Ferrari,1990,Premium
33851,12.0,4.9,Ferrari,1990,Regular
33852,8.0,3.4,Ferrari,1990,Premium
33853,4.0,1.5,Honda,1990,Regular
33855,4.0,1.6,Honda,1990,Regular
33859,12.0,5.3,Jaguar,1990,Premium
33860,12.0,5.2,Lamborghini,1990,Premium
33861,12.0,5.7,Lamborghini,1990,Premium
33862,4.0,2.2,Lotus,1990,Premium
33863,6.0,2.8,Maserati,1990,Premium
33868,2.0,1.3,Mazda,1990,Regular
33871,4.0,1.6,Mazda,1990,Regular
33873,6.0,3.0,Mercedes-Benz,1990,Premium
33875,8.0,5.0,Mercedes-Benz,1990,Premium
33876,4.0,2.4,Nissan,1990,Regular
33881,6.0,3.6,Porsche,1990,Premium
33884,8.0,5.0,Porsche,1990,Premium
33886,4.0,3.0,Porsche,1990,Premium
33887,4.0,2.2,Toyota,1990,Regular
33890,4.0,1.8,Volkswagen,1990,Regular
33892,4.0,1.8,Acura,1990,Regular
33894,5.0,2.3,Audi,1990,Regular
33895,4.0,2.0,Audi,1990,Regular
33902,4.0,2.3,BMW,1990,Premium
33903,6.0,2.5,BMW,1990,Regular
33909,6.0,3.1,Chevrolet,1990,Regular
33912,8.0,5.0,Chevrolet,1990,Premium
33913,8.0,5.0,Chevrolet,1990,Regular
33917,3.0,1.0,Chevrolet,1990,Regular
33921,4.0,2.5,Chrysler,1990,Premium
33923,4.0,2.5,Chrysler,1990,Regular
33924,6.0,3.0,Chrysler,1990,Regular
33926,3.0,1.0,Daihatsu,1990,Regular
33927,4.0,1.3,Daihatsu,1990,Regular
33929,4.0,1.6,Nissan,1990,Regular
33931,4.0,1.8,Nissan,1990,Regular
33941,4.0,1.5,Dodge,1990,Regular
33945,4.0,1.6,Dodge,1990,Regular
33947,4.0,2.2,Dodge,1990,Premium
33948,4.0,2.5,Dodge,1990,Premium
33949,4.0,2.5,Dodge,1990,Regular
33952,6.0,3.0,Dodge,1990,Regular
33954,4.0,2.2,Dodge,1990,Regular
33958,4.0,2.0,Eagle,1990,Regular
33959,4.0,2.0,Eagle,1990,Premium
33963,4.0,1.3,Ford,1990,Regular
33968,8.0,5.0,Ford,1990,Regular
33975,4.0,1.6,Geo,1990,Regular
33990,4.0,2.0,Honda,1990,Regular
33994,4.0,2.1,Honda,1990,Regular
33996,4.0,1.5,Hyundai,1990,Regular
33999,4.0,1.5,Mitsubishi,1990,Regular
34003,4.0,1.6,Isuzu,1990,Regular
34004,4.0,1.6,Isuzu,1990,Premium
34006,6.0,3.0,Infiniti,1990,Premium
34010,6.0,2.6,Mercedes-Benz,1990,Premium
34014,4.0,1.8,Mitsubishi,1990,Regular
34016,4.0,2.0,Mitsubishi,1990,Regular
34017,4.0,2.0,Mitsubishi,1990,Premium
34024,4.0,1.6,Mitsubishi,1990,Regular
34026,4.0,1.5,Plymouth,1990,Regular
34029,4.0,1.6,Plymouth,1990,Regular
34031,4.0,2.2,Plymouth,1990,Regular
34034,4.0,1.8,Plymouth,1990,Regular
34036,4.0,2.0,Plymouth,1990,Regular
34037,4.0,2.0,Plymouth,1990,Premium
34039,6.0,3.1,Pontiac,1990,Regular
34041,8.0,5.0,Pontiac,1990,Premium
34042,8.0,5.0,Pontiac,1990,Regular
34046,8.0,5.7,Pontiac,1990,Premium
34047,3.0,1.0,Pontiac,1990,Regular
34049,4.0,2.0,Pontiac,1990,Premium
34050,4.0,2.0,Pontiac,1990,Regular
34054,8.0,6.8,Rolls-Royce,1990,Premium
34057,4.0,2.0,Saab,1990,Regular
34059,8.0,4.9,Saleen,1990,Regular
34060,3.0,1.2,Subaru,1990,Regular
34065,4.0,1.8,Subaru,1990,Regular
34069,6.0,2.7,Subaru,1990,Regular
34074,3.0,1.0,Suzuki,1990,Regular
34076,4.0,1.3,Suzuki,1990,Regular
34081,4.0,1.6,Toyota,1990,Regular
34083,4.0,2.0,Toyota,1990,Premium
34093,4.0,1.6,Toyota,1990,Premium
34094,6.0,3.0,Toyota,1990,Premium
34098,4.0,1.5,Toyota,1990,Regular
34107,6.0,2.7,Acura,1990,Regular
34109,6.0,2.7,Sterling,1990,Regular
34111,4.0,2.3,Peugeot,1985,Diesel
34114,6.0,3.4,BMW,1990,Regular
34116,4.0,2.3,Buick,1990,Regular
34117,4.0,2.5,Buick,1990,Regular
34118,6.0,3.3,Buick,1990,Regular
34119,4.0,2.2,Chevrolet,1990,Regular
34121,4.0,2.3,Chevrolet,1990,Regular
34145,4.0,1.5,Eagle,1990,Regular
34147,4.0,1.6,Eagle,1990,Regular
34149,4.0,1.9,Ford,1990,Regular
34153,4.0,2.2,Ford,1990,Regular
34154,4.0,2.2,Ford,1990,Premium
34158,6.0,3.0,Ford,1990,Regular
34164,4.0,2.2,Honda,1990,Regular
34170,6.0,4.0,Jaguar,1990,Premium
34171,6.0,2.5,Lexus,1990,Regular
34173,4.0,2.3,Mercury,1990,Regular
34181,4.0,1.8,Mazda,1990,Regular
34187,5.0,2.5,Mercedes-Benz,1990,Diesel
34193,8.0,5.6,Mercedes-Benz,1990,Premium
34199,6.0,3.0,Mitsubishi,1990,Regular
34201,4.0,2.3,Oldsmobile,1990,Regular
34203,4.0,2.5,Oldsmobile,1990,Regular
34205,6.0,3.3,Oldsmobile,1990,Regular
34206,4.0,1.9,Peugeot,1990,Regular
34207,4.0,1.9,Peugeot,1990,Premium
34212,4.0,2.5,Plymouth,1990,Premium
34213,4.0,2.5,Plymouth,1990,Regular
34216,4.0,2.3,Pontiac,1990,Regular
34218,4.0,2.5,Pontiac,1990,Regular
34220,4.0,1.6,Pontiac,1990,Regular
34232,4.0,2.0,Saab,1990,Premium
34237,4.0,2.2,Subaru,1990,Regular
34246,4.0,2.0,Toyota,1990,Regular
34251,6.0,2.5,Toyota,1990,Regular
34257,4.0,2.0,Volkswagen,1990,Regular
34258,4.0,1.6,Volkswagen,1990,Diesel
34265,6.0,2.8,Volvo,1990,Regular
34267,6.0,3.1,Pontiac,1990,Premium
34269,8.0,3.6,Audi,1990,Regular
34274,5.0,2.2,Audi,1990,Regular
34280,12.0,5.0,BMW,1990,Regular
34284,6.0,3.1,Buick,1990,Regular
34295,4.0,2.5,Chevrolet,1990,Regular
34301,6.0,3.3,Chrysler,1990,Regular
34306,6.0,3.3,Dodge,1990,Regular
34313,4.0,2.5,Ford,1990,Regular
34315,6.0,3.0,Ford,1990,Premium
34316,6.0,3.8,Ford,1990,Regular
34318,6.0,3.8,Ford,1990,Premium
34320,4.0,2.4,Hyundai,1990,Regular
34323,6.0,3.0,Hyundai,1990,Regular
34324,8.0,4.5,Infiniti,1990,Premium
34325,8.0,4.0,Lexus,1990,Premium
34326,6.0,3.8,Mercury,1990,Premium
34327,6.0,3.8,Mercury,1990,Regular
34329,8.0,5.0,Lincoln,1990,Regular
34330,6.0,3.0,Mercury,1990,Regular
34335,4.0,2.2,Mazda,1990,Regular
34336,4.0,2.2,Mazda,1990,Premium
34339,6.0,3.0,Mazda,1990,Regular
34342,6.0,3.5,Mercedes-Benz,1990,Diesel
34351,6.0,3.1,Oldsmobile,1990,Regular
34352,6.0,3.8,Oldsmobile,1990,Regular
34357,6.0,3.0,Plymouth,1990,Regular
34381,8.0,5.0,Cadillac,1990,Regular
34382,8.0,5.7,Cadillac,1990,Regular
34384,6.0,4.3,Chevrolet,1990,Regular
34386,8.0,5.7,Chevrolet,1990,Regular
34390,6.0,3.0,Eagle,1990,Regular
34392,8.0,5.8,Ford,1990,Regular
34393,6.0,3.8,Lincoln,1990,Regular
34394,8.0,5.0,Mercury,1990,Regular
34398,6.0,3.8,Pontiac,1990,Regular
34405,4.0,2.3,Saab,1990,Regular
34411,4.0,1.9,Chevrolet,1985,Regular
34414,4.0,2.0,Dodge,1990,Regular
34469,4.0,2.1,Peugeot,1990,Premium
34470,4.0,2.2,Peugeot,1990,Regular
34486,8.0,5.0,Buick,1990,Regular
34491,8.0,5.0,Oldsmobile,1990,Regular
34494,6.0,2.8,Chevrolet,1990,Regular
34500,6.0,3.0,Nissan,1990,Regular
34502,4.0,2.4,Dodge,1990,Regular
34506,6.0,4.0,Ford,1990,Regular
34507,4.0,2.5,GMC,1990,Regular
34509,6.0,2.8,GMC,1990,Regular
34515,4.0,2.3,Isuzu,1990,Regular
34516,4.0,2.6,Isuzu,1990,Regular
34518,4.0,2.4,Mitsubishi,1990,Regular
34535,8.0,6.2,Chevrolet,1990,Diesel
34537,8.0,7.4,Chevrolet,1990,Regular
34551,6.0,3.9,Dodge,1990,Regular
34558,8.0,5.2,Dodge,1990,Regular
34563,8.0,5.9,Dodge,1990,Regular
34573,4.0,2.5,Jeep,1990,Regular
34579,6.0,4.0,Jeep,1990,Regular
34606,8.0,5.0,GMC,1990,Regular
34609,8.0,5.7,GMC,1990,Regular
34613,8.0,6.2,GMC,1990,Diesel
34623,4.0,2.0,Ford,1985,Regular
34635,4.0,2.6,Mazda,1990,Regular
34637,4.0,2.4,Toyota,1990,Regular
34642,6.0,3.0,Toyota,1990,Regular
34678,4.0,1.9,GMC,1985,Regular
34848,4.0,2.1,Volkswagen,1990,Regular
34898,6.0,3.3,Plymouth,1990,Regular
34899,4.0,1.6,Suzuki,1990,Regular
34913,4.0,1.6,Daihatsu,1990,Regular
34924,4.0,1.8,Dodge,1990,Regular
34925,4.0,2.6,Dodge,1990,Regular
34935,8.0,5.9,Jeep,1990,Regular
34939,6.0,4.2,Jeep,1990,Regular
34969,6.0,2.8,Isuzu,1990,Regular
34971,8.0,4.9,Laforza Automobile Inc,1990,Regular
34972,8.0,3.9,Land Rover,1990,Premium
34973,4.0,2.6,Mitsubishi,1990,Regular
34992,6.0,4.0,Toyota,1990,Regular
35006,6.0,3.0,Acura,1991,Premium
35008,4.0,2.0,Alfa Romeo,1991,Premium
35010,6.0,3.8,Buick,1991,Regular
35012,8.0,4.5,Cadillac,1991,Premium
35013,8.0,5.7,Chevrolet,1991,Premium
35017,6.0,3.0,Chrysler,1991,Premium
35018,4.0,2.2,Consulier Industries Inc,1991,Regular
35019,6.0,3.0,Nissan,1991,Premium
35024,8.0,5.7,Evans Automobiles,1991,Regular
35025,8.0,2.9,Ferrari,1991,Premium
35026,12.0,4.9,Ferrari,1991,Regular
35027,8.0,3.4,Ferrari,1991,Premium
35028,3.0,1.0,Geo,1991,Regular
35030,12.0,4.9,Ferrari,1991,Premium
35031,6.0,3.6,Porsche,1991,Premium
35032,8.0,5.0,Mercedes-Benz,1991,Regular
35034,6.0,2.5,Goldacre,1991,Premium
35035,4.0,1.5,Honda,1991,Regular
35037,4.0,1.6,Honda,1991,Regular
35040,6.0,3.0,Mercedes-Benz,1991,Regular
35041,12.0,5.3,Jaguar,1991,Premium
35042,12.0,4.9,J.K. Motors,1991,Regular
35043,12.0,4.9,J.K. Motors,1991,Premium
35045,12.0,5.7,Lamborghini,1991,Premium
35046,6.0,3.2,Porsche,1991,Regular
35047,4.0,1.6,Lotus,1991,Premium
35048,4.0,2.2,Lotus,1991,Premium
35049,6.0,2.8,Maserati,1991,Premium
35051,2.0,1.3,Mazda,1991,Regular
35054,4.0,1.6,Mazda,1991,Regular
35057,6.0,3.0,Mercedes-Benz,1991,Premium
35059,8.0,5.0,Mercedes-Benz,1991,Premium
35060,4.0,2.0,Toyota,1991,Premium
35061,4.0,2.2,Toyota,1991,Regular
35063,12.0,4.9,Wallace Environmental,1991,Premium
35064,4.0,1.6,Nissan,1991,Regular
35068,4.0,2.0,Nissan,1991,Regular
35070,4.0,2.4,Nissan,1991,Premium
35072,4.0,1.6,Mercury,1991,Regular
35079,6.0,3.3,Porsche,1991,Premium
35080,8.0,5.0,Porsche,1991,Premium
35082,4.0,3.0,Porsche,1991,Premium
35085,4.0,1.8,Volkswagen,1991,Regular
35087,6.0,2.9,Wallace Environmental,1991,Premium
35088,4.0,1.8,Acura,1991,Regular
35091,8.0,5.3,Aston Martin,1991,Premium
35093,5.0,2.3,Audi,1991,Regular
35098,4.0,2.3,BMW,1991,Premium
35099,4.0,1.8,BMW,1991,Premium
35103,6.0,2.5,BMW,1991,Regular
35109,12.0,5.0,BMW,1991,Regular
35112,6.0,3.1,Chevrolet,1991,Regular
35114,8.0,5.0,Chevrolet,1991,Premium
35115,8.0,5.0,Chevrolet,1991,Regular
35119,4.0,2.2,Chevrolet,1991,Regular
35126,3.0,1.0,Chevrolet,1991,Regular
35128,4.0,2.5,Chrysler,1991,Regular
35129,4.0,2.5,Chrysler,1991,Premium
35131,6.0,3.0,Chrysler,1991,Regular
35134,3.0,1.0,Daihatsu,1991,Regular
35135,4.0,1.3,Daihatsu,1991,Regular
35147,4.0,1.5,Dodge,1991,Regular
35150,4.0,2.5,Dodge,1991,Regular
35151,4.0,2.5,Dodge,1991,Premium
35154,6.0,3.0,Dodge,1991,Regular
35157,4.0,2.2,Dodge,1991,Premium
35162,6.0,3.0,Dodge,1991,Premium
35168,4.0,2.0,Eagle,1991,Premium
35170,4.0,2.0,Eagle,1991,Regular
35175,4.0,1.3,Ford,1991,Regular
35177,4.0,1.8,Chevrolet,1985,Diesel
35179,4.0,2.3,Ford,1991,Regular
35181,8.0,5.0,Ford,1991,Regular
35188,4.0,1.6,Geo,1991,Regular
35190,4.0,1.6,Geo,1991,Premium
35203,4.0,2.0,Honda,1991,Regular
35207,4.0,2.1,Honda,1991,Regular
35209,4.0,1.5,Hyundai,1991,Regular
35217,4.0,1.6,Isuzu,1991,Regular
35218,4.0,1.6,Isuzu,1991,Premium
35220,6.0,3.0,Infiniti,1991,Premium
35225,4.0,2.0,Mercedes-Benz,1991,Premium
35228,4.0,2.3,Mercedes-Benz,1991,Premium
35230,6.0,2.6,Mercedes-Benz,1991,Premium
35234,4.0,1.8,Mitsubishi,1991,Regular
35236,4.0,2.0,Mitsubishi,1991,Premium
35238,4.0,2.0,Mitsubishi,1991,Regular
35242,4.0,1.5,Mitsubishi,1991,Regular
35247,4.0,1.6,Mitsubishi,1991,Regular
35251,6.0,3.0,Mitsubishi,1991,Premium
35254,4.0,1.5,Plymouth,1991,Regular
35258,4.0,1.8,Plymouth,1991,Regular
35260,4.0,2.0,Plymouth,1991,Premium
35261,4.0,2.0,Plymouth,1991,Regular
35264,6.0,3.1,Pontiac,1991,Regular
35267,8.0,5.0,Pontiac,1991,Premium
35268,8.0,5.0,Pontiac,1991,Regular
35271,8.0,5.7,Pontiac,1991,Premium
35272,3.0,1.0,Pontiac,1991,Regular
35274,4.0,2.0,Pontiac,1991,Regular
35283,8.0,6.8,Rolls-Royce,1991,Premium
35285,4.0,2.0,Saab,1991,Regular
35287,4.0,1.9,Saturn,1991,Regular
35288,4.0,1.5,Chevrolet,1985,Regular
35291,3.0,1.2,Subaru,1991,Regular
35296,4.0,1.8,Subaru,1991,Regular
35298,6.0,2.7,Subaru,1991,Regular
35304,3.0,1.0,Suzuki,1991,Regular
35306,4.0,1.3,Suzuki,1991,Regular
35309,4.0,1.6,Toyota,1991,Regular
35318,4.0,1.6,Toyota,1991,Premium
35320,6.0,3.0,Toyota,1991,Premium
35325,4.0,1.5,Toyota,1991,Regular
35332,4.0,2.3,Wallace Environmental,1991,Premium
35336,6.0,3.2,Acura,1991,Premium
35338,6.0,3.0,Alfa Romeo,1991,Premium
35341,6.0,2.7,Sterling,1991,Regular
35343,6.0,3.5,BMW,1991,Premium
35345,6.0,2.5,BMW,1991,Premium
35347,6.0,3.4,BMW,1991,Regular
35349,4.0,2.3,Buick,1991,Regular
35350,4.0,2.5,Buick,1991,Regular
35351,6.0,3.3,Buick,1991,Regular
35354,4.0,2.3,Chevrolet,1991,Premium
35363,4.0,2.4,Nissan,1991,Regular
35365,4.0,2.2,Dodge,1991,Regular
35372,4.0,1.5,Eagle,1991,Regular
35376,4.0,1.8,Ford,1991,Regular
35379,4.0,1.9,Ford,1991,Regular
35382,4.0,2.2,Ford,1991,Premium
35383,4.0,2.2,Ford,1991,Regular
35386,6.0,3.0,Ford,1991,Regular
35393,4.0,2.2,Honda,1991,Regular
35403,4.0,2.0,Infiniti,1991,Regular
35409,6.0,4.0,Jaguar,1991,Premium
35410,4.0,2.0,Mercedes-Benz,1991,Regular
35412,6.0,2.5,Lexus,1991,Regular
35414,4.0,2.3,Mercury,1991,Regular
35418,4.0,1.8,Mercury,1991,Regular
35420,4.0,1.9,Mercury,1991,Regular
35425,4.0,1.8,Mazda,1991,Regular
35434,5.0,2.5,Mercedes-Benz,1991,Diesel
35439,6.0,3.5,Mercedes-Benz,1991,Diesel
35440,8.0,5.6,Mercedes-Benz,1991,Premium
35449,4.0,2.3,Oldsmobile,1991,Regular
35450,4.0,2.3,Oldsmobile,1991,Premium
35452,4.0,2.5,Oldsmobile,1991,Regular
35454,6.0,3.3,Oldsmobile,1991,Regular
35456,4.0,1.9,Peugeot,1991,Regular
35457,4.0,1.9,Peugeot,1991,Premium
35459,4.0,2.2,Plymouth,1991,Regular
35461,4.0,2.5,Plymouth,1991,Regular
35462,4.0,2.5,Plymouth,1991,Premium
35465,4.0,2.3,Pontiac,1991,Regular
35467,4.0,2.3,Pontiac,1991,Premium
35468,4.0,2.5,Pontiac,1991,Regular
35470,4.0,1.6,Pontiac,1991,Regular
35476,4.0,2.0,Saab,1991,Premium
35479,4.0,2.1,Saab,1991,Regular
35485,4.0,2.2,Subaru,1991,Regular
35487,4.0,2.2,Subaru,1991,Premium
35495,4.0,2.0,Toyota,1991,Regular
35500,6.0,2.5,Toyota,1991,Regular
35505,4.0,2.0,Volkswagen,1991,Regular
35506,4.0,1.6,Volkswagen,1991,Diesel
35513,4.0,2.3,Volvo,1991,Regular
35518,8.0,3.6,Audi,1991,Regular
35523,5.0,2.2,Audi,1991,Regular
35532,6.0,3.1,Buick,1991,Regular
35536,8.0,4.9,Cadillac,1991,Premium
35542,4.0,2.5,Chevrolet,1991,Regular
35546,6.0,3.4,Chevrolet,1991,Regular
35548,6.0,3.3,Chrysler,1991,Regular
35549,6.0,3.0,CX Automotive,1991,Premium
35554,6.0,3.3,Dodge,1991,Regular
35563,6.0,3.0,Ford,1991,Premium
35564,6.0,3.8,Ford,1991,Regular
35567,6.0,3.8,Ford,1991,Premium
35572,4.0,2.4,Hyundai,1991,Regular
35574,6.0,3.0,Hyundai,1991,Regular
35575,8.0,4.5,Infiniti,1991,Premium
35581,6.0,2.6,Mercedes-Benz,1991,Regular
35583,8.0,4.9,Porsche,1991,Regular
35585,8.0,4.2,Mercedes-Benz,1991,Premium
35586,8.0,4.0,Lexus,1991,Premium
35587,6.0,3.8,Mercury,1991,Regular
35589,8.0,5.0,Mercury,1991,Regular
35590,8.0,5.0,Lincoln,1991,Regular
35591,6.0,3.0,Mercury,1991,Regular
35593,4.0,2.2,Mazda,1991,Premium
35594,4.0,2.2,Mazda,1991,Regular
35597,6.0,3.0,Mazda,1991,Regular
35608,6.0,3.1,Oldsmobile,1991,Regular
35609,6.0,3.4,Oldsmobile,1991,Regular
35612,6.0,3.8,Oldsmobile,1991,Regular
35615,6.0,3.0,Plymouth,1991,Regular
35618,6.0,3.4,Pontiac,1991,Regular
35641,8.0,5.0,Cadillac,1991,Regular
35642,8.0,5.7,Cadillac,1991,Regular
35646,8.0,5.7,Chevrolet,1991,Regular
35648,6.0,3.8,Chrysler,1991,Regular
35650,6.0,3.0,Eagle,1991,Regular
35652,8.0,5.8,Ford,1991,Regular
35655,6.0,3.8,Lincoln,1991,Regular
35658,8.0,4.6,Lincoln,1991,Regular
35659,12.0,5.0,BMW,1991,Premium
35663,6.0,3.8,Pontiac,1991,Regular
35664,4.0,2.3,Saab,1991,Regular
35672,4.0,2.0,Dodge,1991,Regular
35719,4.0,2.1,Peugeot,1991,Premium
35720,4.0,2.2,Peugeot,1991,Regular
35739,8.0,5.0,Buick,1991,Regular
35743,8.0,5.0,Oldsmobile,1991,Regular
35747,6.0,2.8,Chevrolet,1991,Regular
35748,6.0,4.3,Chevrolet,1991,Regular
35752,6.0,3.0,Nissan,1991,Regular
35754,4.0,2.4,Dodge,1991,Regular
35761,6.0,4.0,Ford,1991,Regular
35763,4.0,2.5,GMC,1991,Regular
35765,6.0,2.8,GMC,1991,Regular
35766,6.0,4.3,GMC,1991,Regular
35769,4.0,2.3,Isuzu,1991,Regular
35770,4.0,2.6,Isuzu,1991,Regular
35772,4.0,2.4,Mitsubishi,1991,Regular
35775,6.0,2.9,Ford,1991,Regular
35780,6.0,4.3,"PAS, Inc",1991,Premium
35795,8.0,7.4,Chevrolet,1991,Regular
35812,6.0,3.9,Dodge,1991,Regular
35814,8.0,5.2,Dodge,1991,Regular
35824,8.0,5.9,Dodge,1991,Regular
35834,4.0,2.5,Jeep,1991,Regular
35836,6.0,4.0,Jeep,1991,Regular
35838,6.0,4.9,Ford,1991,Regular
35860,8.0,5.0,GMC,1991,Regular
35862,8.0,5.7,GMC,1991,Regular
35891,4.0,2.6,Mazda,1991,Regular
35893,4.0,2.4,Toyota,1991,Regular
35895,6.0,3.0,Toyota,1991,Regular
36003,6.0,3.0,Mitsubishi,1991,Regular
36091,4.0,2.1,Volkswagen,1991,Regular
36136,6.0,3.3,Plymouth,1991,Regular
36138,4.0,1.6,Suzuki,1991,Regular
36150,4.0,1.6,Daihatsu,1991,Regular
36165,8.0,5.9,Jeep,1991,Regular
36194,6.0,2.8,Isuzu,1991,Regular
36196,8.0,3.9,Land Rover,1991,Premium
36202,6.0,4.0,Mazda,1991,Regular
36221,6.0,4.3,Oldsmobile,1991,Regular
36223,6.0,3.9,Toyota,1991,Regular
36240,6.0,3.0,Acura,1992,Premium
36242,4.0,2.0,Alfa Romeo,1992,Premium
36245,8.0,4.5,Cadillac,1992,Premium
36246,8.0,5.7,Chevrolet,1992,Premium
36249,4.0,2.2,Consulier Industries Inc,1992,Regular
36250,6.0,3.0,Nissan,1992,Premium
36254,8.0,2.9,Ferrari,1992,Premium
36256,12.0,4.9,Ferrari,1992,Premium
36257,8.0,3.4,Ferrari,1992,Premium
36258,3.0,1.0,Geo,1992,Regular
36260,8.0,3.9,Isis Imports Ltd,1992,Premium
36261,12.0,5.3,Jaguar,1992,Premium
36262,12.0,5.7,Lamborghini,1992,Premium
36263,4.0,1.6,Lotus,1992,Premium
36264,4.0,2.2,Lotus,1992,Premium
36265,4.0,1.6,Mazda,1992,Regular
36268,2.0,1.3,Mazda,1992,Regular
36270,6.0,3.0,Mercedes-Benz,1992,Premium
36272,8.0,5.0,Mercedes-Benz,1992,Premium
36273,6.0,3.6,Porsche,1992,Premium
36276,4.0,3.0,Porsche,1992,Premium
36279,4.0,2.0,Toyota,1992,Premium
36280,4.0,2.2,Toyota,1992,Regular
36282,8.0,6.0,Vector,1992,Premium
36283,4.0,1.6,Nissan,1992,Regular
36285,4.0,2.0,Nissan,1992,Regular
36287,4.0,2.4,Nissan,1992,Premium
36291,8.0,5.6,Mercedes-Benz,1992,Premium
36293,4.0,1.6,Mercury,1992,Regular
36299,6.0,3.3,Porsche,1992,Premium
